Fixtures,, , ,,,,,NIF,Collide,,On.
ID,NIF #,Textual Name,X,Y,Z,A,Scale,Collide,Radius,Animate,Ground,Flip,Cave, Unique Id
772,445,Pine#3,50944,19200,0,340,183,0,7,0,1,0,0,772
773,445,Pine#3,59648,25088,0,203,161,0,7,0,1,0,0,773
774,445,Pine#3,60416,25856,0,68,160,0,7,0,1,0,0,774
775,445,Pine#3,56576,26624,0,45,163,0,7,0,1,0,0,775
776,445,Pine#3,55040,23040,0,152,186,0,7,0,1,0,0,776
777,445,Pine#3,41728,13696,0,151,179,0,7,0,1,0,0,777
778,445,Pine#3,56064,15104,0,95,169,0,7,0,1,0,0,778
779,445,Pine#3,53248,19712,0,106,162,0,7,0,1,0,0,779
780,444,Pine#2,48896,15360,0,76,166,0,15,0,1,0,0,780
781,444,Pine#2,48128,10240,0,328,197,0,15,0,1,0,0,781
782,444,Pine#2,46848,8960,0,71,196,0,15,0,1,0,0,782
783,444,Pine#2,53760,20992,0,28,151,0,15,0,1,0,0,783
784,444,Pine#2,39936,20480,0,145,175,0,15,0,1,0,0,784
785,444,Pine#2,40192,23040,0,160,182,0,15,0,1,0,0,785
786,444,Pine#2,40448,25856,0,80,184,0,15,0,1,0,0,786
787,444,Pine#2,41088,26624,0,333,155,0,15,0,1,0,0,787
788,444,Pine#2,52736,17664,0,244,151,0,15,0,1,0,0,788
789,444,Pine#2,54016,12800,0,278,161,0,15,0,1,0,0,789
790,444,Pine#2,53760,15616,0,137,156,0,15,0,1,0,0,790
791,444,Pine#2,56832,23808,0,246,168,0,15,0,1,0,0,791
792,444,Pine#2,60416,23808,0,302,172,0,15,0,1,0,0,792
793,444,Pine#2,63488,21632,0,355,177,0,15,0,1,0,0,793
794,444,Pine#2,51328,16000,0,253,155,0,15,0,1,0,0,794
795,444,Pine#2,44800,14848,0,259,173,0,15,0,1,0,0,795
796,443,Pine#1,58624,22272,0,164,171,0,18,0,1,0,0,796
797,443,Pine#1,61952,14080,0,166,165,0,18,0,1,0,0,797
798,443,Pine#1,48384,14336,0,68,152,0,18,0,1,0,0,798
799,443,Pine#1,38144,13824,0,236,173,0,18,0,1,0,0,799
800,443,Pine#1,38656,11520,0,72,191,0,18,0,1,0,0,800
801,443,Pine#1,54144,29056,0,185,151,0,18,0,1,0,0,801
802,443,Pine#1,49280,27904,0,215,184,0,18,0,1,0,0,802
803,443,Pine#1,43904,20224,0,5,191,0,18,0,1,0,0,803
804,443,Pine#1,65152,26240,0,62,176,0,18,0,1,0,0,804
805,443,Pine#1,61696,23040,0,49,176,0,18,0,1,0,0,805
806,443,Pine#1,63488,23808,0,88,157,0,18,0,1,0,0,806
807,443,Pine#1,61952,26112,0,335,174,0,18,0,1,0,0,807
808,443,Pine#1,61952,31744,0,39,179,0,18,0,1,0,0,808
809,443,Pine#1,58368,27136,0,185,170,0,18,0,1,0,0,809
810,443,Pine#1,37248,13568,0,208,153,0,18,0,1,0,0,810
811,443,Pine#1,32384,9344,0,189,150,0,18,0,1,0,0,811
812,445,Pine#3,38144,11520,0,129,183,0,7,0,1,0,0,812
813,417,Ruin,44928,32896,0,0,100,1,0,0,1,0,0,813
814,410,Log Fire,61440,56576,0,0,100,1,0,0,1,0,0,814
815,406,Campfire,61440,56576,0,119,150,1,0,0,1,0,0,815
816,443,Pine#1,46336,60928,0,268,152,0,18,0,1,0,0,816
817,443,Pine#1,48896,60928,0,208,166,0,18,0,1,0,0,817
818,443,Pine#1,48384,62464,0,256,153,0,18,0,1,0,0,818
819,443,Pine#1,50688,62208,0,143,151,0,18,0,1,0,0,819
820,443,Pine#1,52992,61440,0,225,167,0,18,0,1,0,0,820
821,443,Pine#1,56576,60928,0,176,199,0,18,0,1,0,0,821
822,443,Pine#1,54272,62976,0,213,152,0,18,0,1,0,0,822
823,445,Pine#3,42240,63488,0,340,176,0,7,0,1,0,0,823
824,445,Pine#3,44288,61568,0,303,167,0,7,0,1,0,0,824
825,445,Pine#3,46848,62464,0,86,181,0,7,0,1,0,0,825
826,445,Pine#3,47872,60672,0,334,184,0,7,0,1,0,0,826
827,445,Pine#3,49664,63616,0,317,152,0,7,0,1,0,0,827
828,445,Pine#3,52736,62464,0,166,153,0,7,0,1,0,0,828
829,445,Pine#3,51712,61440,0,123,197,0,7,0,1,0,0,829
830,445,Pine#3,54272,61184,0,27,171,0,7,0,1,0,0,830
831,445,Pine#3,57856,59392,0,5,180,0,7,0,1,0,0,831
832,445,Pine#3,56576,58880,0,91,161,0,7,0,1,0,0,832
833,445,Pine#3,57344,61952,0,268,188,0,7,0,1,0,0,833
834,445,Pine#3,58368,63232,0,20,158,0,7,0,1,0,0,834
835,445,Pine#3,64640,61824,0,282,175,0,7,0,1,0,0,835
836,445,Pine#3,64896,59264,0,270,152,0,7,0,1,0,0,836
837,445,Pine#3,62976,59136,0,113,177,0,7,0,1,0,0,837
838,445,Pine#3,51200,60160,0,202,156,0,7,0,1,0,0,838
839,445,Pine#3,46336,57088,0,177,170,0,7,0,1,0,0,839
840,445,Pine#3,42752,56832,0,116,153,0,7,0,1,0,0,840
841,445,Pine#3,41472,57088,0,177,167,0,7,0,1,0,0,841
842,445,Pine#3,39936,58624,0,300,184,0,7,0,1,0,0,842
843,445,Pine#3,39168,60928,0,40,178,0,7,0,1,0,0,843
844,445,Pine#3,38400,59648,0,307,195,0,7,0,1,0,0,844
845,445,Pine#3,38656,57600,0,220,166,0,7,0,1,0,0,845
846,445,Pine#3,37120,57088,0,148,197,0,7,0,1,0,0,846
847,445,Pine#3,35584,55040,0,99,196,0,7,0,1,0,0,847
848,445,Pine#3,38912,54016,0,185,182,0,7,0,1,0,0,848
849,445,Pine#3,41856,50304,0,128,189,0,7,0,1,0,0,849
850,445,Pine#3,37888,49920,0,288,154,0,7,0,1,0,0,850
851,445,Pine#3,41600,48512,0,352,172,0,7,0,1,0,0,851
852,445,Pine#3,41216,46336,0,125,151,0,7,0,1,0,0,852
853,445,Pine#3,33408,47872,0,253,186,0,7,0,1,0,0,853
854,445,Pine#3,48768,50816,0,1,178,0,7,0,1,0,0,854
855,445,Pine#3,51968,51072,0,35,170,0,7,0,1,0,0,855
856,445,Pine#3,10752,41216,0,243,166,0,7,0,1,0,0,856
857,445,Pine#3,11008,43136,0,57,189,0,7,0,1,0,0,857
858,445,Pine#3,10496,44032,0,303,190,0,7,0,1,0,0,858
859,445,Pine#3,7680,44800,0,2,189,0,7,0,1,0,0,859
860,445,Pine#3,8448,42624,0,172,156,0,7,0,1,0,0,860
861,445,Pine#3,2816,42496,0,212,179,0,7,0,1,0,0,861
862,445,Pine#3,20224,63104,0,91,184,0,7,0,1,0,0,862
863,445,Pine#3,19328,63360,0,305,170,0,7,0,1,0,0,863
864,403,Small Evergreen,8192,6656,0,311,97,0,6,0,1,0,0,864
865,403,Small Evergreen,5888,7936,0,302,89,0,6,0,1,0,0,865
866,403,Small Evergreen,4992,16896,0,138,82,0,6,0,1,0,0,866
867,403,Small Evergreen,8320,17536,0,67,95,0,6,0,1,0,0,867
868,403,Small Evergreen,7424,14080,0,9,66,0,6,0,1,0,0,868
869,403,Small Evergreen,11264,7680,0,271,74,0,6,0,1,0,0,869
870,403,Small Evergreen,14592,7168,0,250,77,0,6,0,1,0,0,870
871,403,Small Evergreen,16896,7680,0,263,72,0,6,0,1,0,0,871
872,403,Small Evergreen,16640,5376,0,303,76,0,6,0,1,0,0,872
873,403,Small Evergreen,18048,11008,0,164,81,0,6,0,1,0,0,873
874,403,Small Evergreen,24576,7936,0,209,77,0,6,0,1,0,0,874
875,403,Small Evergreen,27904,4352,0,248,67,0,6,0,1,0,0,875
876,403,Small Evergreen,30208,4608,0,212,62,0,6,0,1,0,0,876
877,403,Small Evergreen,4096,28672,0,122,55,0,6,0,1,0,0,877
878,403,Small Evergreen,5120,24576,0,164,95,0,6,0,1,0,0,878
879,403,Small Evergreen,22400,9856,0,356,54,0,6,0,1,0,0,879
880,403,Small Evergreen,20992,8448,0,264,76,0,6,0,1,0,0,880
881,403,Small Evergreen,30080,11136,0,99,85,0,6,0,1,0,0,881
882,403,Small Evergreen,31744,4096,0,7,73,0,6,0,1,0,0,882
883,403,Small Evergreen,5632,16384,0,22,76,0,6,0,1,0,0,883
884,403,Small Evergreen,8960,16384,0,136,59,0,6,0,1,0,0,884
885,403,Small Evergreen,11264,16128,0,251,95,0,6,0,1,0,0,885
886,403,Small Evergreen,10496,18688,0,230,62,0,6,0,1,0,0,886
887,403,Small Evergreen,5376,20736,0,135,57,0,6,0,1,0,0,887
888,403,Small Evergreen,2048,21760,0,212,60,0,6,0,1,0,0,888
889,403,Small Evergreen,1024,19712,0,197,78,0,6,0,1,0,0,889
890,403,Small Evergreen,768,26368,0,261,83,0,6,0,1,0,0,890
891,403,Small Evergreen,3328,25088,0,288,57,0,6,0,1,0,0,891
892,403,Small Evergreen,7680,27904,0,223,75,0,6,0,1,0,0,892
893,403,Small Evergreen,8192,26112,0,356,74,0,6,0,1,0,0,893
894,403,Small Evergreen,12288,26880,0,249,76,0,6,0,1,0,0,894
895,403,Small Evergreen,11264,24832,0,290,81,0,6,0,1,0,0,895
896,403,Small Evergreen,9472,23296,0,347,70,0,6,0,1,0,0,896
897,403,Small Evergreen,10752,21504,0,34,82,0,6,0,1,0,0,897
898,403,Small Evergreen,15360,24576,0,44,85,0,6,0,1,0,0,898
899,403,Small Evergreen,14592,28416,0,198,90,0,6,0,1,0,0,899
900,403,Small Evergreen,17408,26624,0,98,92,0,6,0,1,0,0,900
901,403,Small Evergreen,14848,21504,0,156,64,0,6,0,1,0,0,901
902,403,Small Evergreen,19968,26880,0,197,71,0,6,0,1,0,0,902
903,403,Small Evergreen,20480,23296,0,333,64,0,6,0,1,0,0,903
904,403,Small Evergreen,20224,20608,0,85,89,0,6,0,1,0,0,904
905,403,Small Evergreen,22528,19712,0,180,53,0,6,0,1,0,0,905
906,403,Small Evergreen,24320,24320,0,110,64,0,6,0,1,0,0,906
907,403,Small Evergreen,23808,27648,0,129,62,0,6,0,1,0,0,907
908,403,Small Evergreen,21504,29696,0,105,93,0,6,0,1,0,0,908
909,403,Small Evergreen,25088,20736,0,334,89,0,6,0,1,0,0,909
910,403,Small Evergreen,21760,33024,0,37,99,0,6,0,1,0,0,910
911,403,Small Evergreen,19968,31744,0,201,90,0,6,0,1,0,0,911
912,403,Small Evergreen,25088,31232,0,29,96,0,6,0,1,0,0,912
913,403,Small Evergreen,28928,33280,0,244,88,0,6,0,1,0,0,913
914,403,Small Evergreen,29952,36608,0,195,97,0,6,0,1,0,0,914
915,403,Small Evergreen,26368,36352,0,41,68,0,6,0,1,0,0,915
916,403,Small Evergreen,26496,28160,0,37,97,0,6,0,1,0,0,916
917,403,Small Evergreen,24064,18944,0,58,93,0,6,0,1,0,0,917
918,403,Small Evergreen,32000,34176,0,184,68,0,6,0,1,0,0,918
919,403,Small Evergreen,31744,37632,0,0,92,0,6,0,1,0,0,919
920,403,Small Evergreen,29696,40192,0,291,57,0,6,0,1,0,0,920
921,403,Small Evergreen,2048,36608,0,18,95,0,6,0,1,0,0,921
922,403,Small Evergreen,4096,33408,0,173,73,0,6,0,1,0,0,922
923,403,Small Evergreen,5120,32000,0,321,52,0,6,0,1,0,0,923
924,403,Small Evergreen,21760,46592,0,66,92,0,6,0,1,0,0,924
925,403,Small Evergreen,8448,44288,0,171,84,0,6,0,1,0,0,925
926,403,Small Evergreen,3328,44288,0,231,97,0,6,0,1,0,0,926
927,403,Small Evergreen,768,45568,0,41,90,0,6,0,1,0,0,927
928,403,Small Evergreen,3072,48640,0,236,68,0,6,0,1,0,0,928
929,403,Small Evergreen,4864,45824,0,137,87,0,6,0,1,0,0,929
930,403,Small Evergreen,1280,40192,0,91,60,0,6,0,1,0,0,930
931,403,Small Evergreen,3328,61696,0,261,85,0,6,0,1,0,0,931
932,403,Small Evergreen,3072,57088,0,54,97,0,6,0,1,0,0,932
933,403,Small Evergreen,5120,55296,0,154,60,0,6,0,1,0,0,933
934,403,Small Evergreen,768,53504,0,100,62,0,6,0,1,0,0,934
935,403,Small Evergreen,8448,62208,0,240,66,0,6,0,1,0,0,935
936,403,Small Evergreen,7936,58112,0,297,79,0,6,0,1,0,0,936
937,403,Small Evergreen,15360,58752,0,73,72,0,6,0,1,0,0,937
938,403,Small Evergreen,17152,64768,0,359,98,0,6,0,1,0,0,938
939,403,Small Evergreen,18176,65024,0,198,98,0,6,0,1,0,0,939
940,403,Small Evergreen,26624,50944,0,162,99,0,6,0,1,0,0,940
941,403,Small Evergreen,20736,47616,0,350,87,0,6,0,1,0,0,941
942,403,Small Evergreen,30976,41344,0,34,70,0,6,0,1,0,0,942
943,403,Small Evergreen,29952,50432,0,88,80,0,6,0,1,0,0,943
944,403,Small Evergreen,30720,48384,0,101,62,0,6,0,1,0,0,944
945,403,Small Evergreen,27904,48384,0,92,76,0,6,0,1,0,0,945
946,403,Small Evergreen,28672,59136,0,28,78,0,6,0,1,0,0,946
947,403,Small Evergreen,27648,60672,0,293,83,0,6,0,1,0,0,947
948,403,Small Evergreen,26368,62464,0,175,86,0,6,0,1,0,0,948
949,403,Small Evergreen,23552,63232,0,89,83,0,6,0,1,0,0,949
950,403,Small Evergreen,28928,63232,0,219,66,0,6,0,1,0,0,950
951,403,Small Evergreen,31488,63488,0,180,54,0,6,0,1,0,0,951
952,403,Small Evergreen,31488,56576,0,130,52,0,6,0,1,0,0,952
953,403,Small Evergreen,31744,61440,0,73,72,0,6,0,1,0,0,953
954,403,Small Evergreen,29440,43520,0,267,67,0,6,0,1,0,0,954
955,403,Small Evergreen,27392,41472,0,171,79,0,6,0,1,0,0,955
956,403,Small Evergreen,23808,37376,0,172,82,0,6,0,1,0,0,956
957,403,Small Evergreen,30720,33792,0,267,66,0,6,0,1,0,0,957
958,403,Small Evergreen,25856,46592,0,318,75,0,6,0,1,0,0,958
959,403,Small Evergreen,30720,46336,0,203,73,0,6,0,1,0,0,959
960,403,Small Evergreen,25856,55296,0,256,88,0,6,0,1,0,0,960
961,403,Small Evergreen,27648,56576,0,283,92,0,6,0,1,0,0,961
962,403,Small Evergreen,22272,55296,0,318,66,0,6,0,1,0,0,962
963,403,Small Evergreen,54272,59392,0,249,56,0,6,0,1,0,0,963
964,403,Small Evergreen,62464,44288,0,35,93,0,6,0,1,0,0,964
965,403,Small Evergreen,63232,35840,0,262,78,0,6,0,1,0,0,965
966,403,Small Evergreen,63488,38400,0,277,95,0,6,0,1,0,0,966
967,403,Small Evergreen,65024,42368,0,159,72,0,6,0,1,0,0,967
968,403,Small Evergreen,62208,41216,0,232,93,0,6,0,1,0,0,968
969,403,Small Evergreen,49152,40704,0,57,80,0,6,0,1,0,0,969
970,403,Small Evergreen,53376,39936,0,174,56,0,6,0,1,0,0,970
971,403,Small Evergreen,52352,41344,0,57,64,0,6,0,1,0,0,971
972,403,Small Evergreen,54016,40704,0,341,66,0,6,0,1,0,0,972
973,403,Small Evergreen,38656,48384,0,234,76,0,6,0,1,0,0,973
974,403,Small Evergreen,37120,39296,0,153,91,0,6,0,1,0,0,974
975,403,Small Evergreen,36352,46336,0,120,92,0,6,0,1,0,0,975
976,403,Small Evergreen,36608,48896,0,236,72,0,6,0,1,0,0,976
977,403,Small Evergreen,36096,57344,0,117,81,0,6,0,1,0,0,977
978,403,Small Evergreen,36352,61952,0,339,74,0,6,0,1,0,0,978
979,403,Small Evergreen,34816,63232,0,170,95,0,6,0,1,0,0,979
980,403,Small Evergreen,34048,60416,0,339,78,0,6,0,1,0,0,980
981,403,Small Evergreen,39936,62976,0,137,58,0,6,0,1,0,0,981
982,403,Small Evergreen,40960,60416,0,228,76,0,6,0,1,0,0,982
983,403,Small Evergreen,41216,57600,0,40,70,0,6,0,1,0,0,983
984,403,Small Evergreen,45056,53760,0,236,52,0,6,0,1,0,0,984
985,403,Small Evergreen,45824,58368,0,168,59,0,6,0,1,0,0,985
986,403,Small Evergreen,45312,62208,0,183,95,0,6,0,1,0,0,986
987,403,Small Evergreen,51456,63232,0,191,59,0,6,0,1,0,0,987
988,403,Small Evergreen,49920,61440,0,214,99,0,6,0,1,0,0,988
989,403,Small Evergreen,57600,52224,0,283,82,0,6,0,1,0,0,989
990,403,Small Evergreen,58368,49408,0,45,57,0,6,0,1,0,0,990
991,403,Small Evergreen,55040,49408,0,192,68,0,6,0,1,0,0,991
992,403,Small Evergreen,52224,49408,0,146,70,0,6,0,1,0,0,992
993,403,Small Evergreen,46464,49536,0,132,78,0,6,0,1,0,0,993
994,403,Small Evergreen,44928,51840,0,194,95,0,6,0,1,0,0,994
995,403,Small Evergreen,61696,47872,0,328,50,0,6,0,1,0,0,995
996,403,Small Evergreen,60672,51712,0,182,50,0,6,0,1,0,0,996
997,403,Small Evergreen,60416,42240,0,330,56,0,6,0,1,0,0,997
998,403,Small Evergreen,58624,38400,0,23,83,0,6,0,1,0,0,998
999,403,Small Evergreen,60416,36608,0,297,57,0,6,0,1,0,0,999
1000,403,Small Evergreen,57344,35328,0,309,77,0,6,0,1,0,0,1000
1001,403,Small Evergreen,58880,42624,0,272,54,0,6,0,1,0,0,1001
1002,403,Small Evergreen,56576,8704,0,14,95,0,6,0,1,0,0,1002
1003,403,Small Evergreen,56576,15616,0,79,57,0,6,0,1,0,0,1003
1004,403,Small Evergreen,60928,16384,0,221,98,0,6,0,1,0,0,1004
1005,403,Small Evergreen,62848,18432,0,174,73,0,6,0,1,0,0,1005
1006,403,Small Evergreen,57344,17920,0,121,51,0,6,0,1,0,0,1006
1007,403,Small Evergreen,50432,19968,0,307,90,0,6,0,1,0,0,1007
1008,403,Small Evergreen,50176,23040,0,216,90,0,6,0,1,0,0,1008
1009,403,Small Evergreen,47616,24576,0,238,78,0,6,0,1,0,0,1009
1010,403,Small Evergreen,49920,26624,0,316,59,0,6,0,1,0,0,1010
1011,403,Small Evergreen,54528,24320,0,171,76,0,6,0,1,0,0,1011
1012,403,Small Evergreen,52480,22528,0,261,95,0,6,0,1,0,0,1012
1013,403,Small Evergreen,44800,7936,0,80,97,0,6,0,1,0,0,1013
1014,403,Small Evergreen,39424,7680,0,334,75,0,6,0,1,0,0,1014
1015,403,Small Evergreen,35840,8832,0,232,67,0,6,0,1,0,0,1015
1016,403,Small Evergreen,34560,11264,0,68,50,0,6,0,1,0,0,1016
1017,403,Small Evergreen,35072,5888,0,311,91,0,6,0,1,0,0,1017
1018,403,Small Evergreen,37376,6912,0,100,53,0,6,0,1,0,0,1018
1019,403,Small Evergreen,40192,6656,0,199,91,0,6,0,1,0,0,1019
1020,403,Small Evergreen,49664,6400,0,252,60,0,6,0,1,0,0,1020
1021,403,Small Evergreen,58624,8448,0,98,58,0,6,0,1,0,0,1021
1022,403,Small Evergreen,63488,8192,0,126,94,0,6,0,1,0,0,1022
1023,403,Small Evergreen,63360,16384,0,249,84,0,6,0,1,0,0,1023
1024,403,Small Evergreen,56064,17920,0,161,88,0,6,0,1,0,0,1024
1025,403,Small Evergreen,57344,13568,0,68,82,0,6,0,1,0,0,1025
1026,403,Small Evergreen,57088,10752,0,48,60,0,6,0,1,0,0,1026
1027,403,Small Evergreen,55296,21760,0,147,53,0,6,0,1,0,0,1027
1028,403,Small Evergreen,57344,25856,0,358,54,0,6,0,1,0,0,1028
1029,403,Small Evergreen,57856,31488,0,172,81,0,6,0,1,0,0,1029
1030,403,Small Evergreen,55808,32000,0,2,57,0,6,0,1,0,0,1030
1031,403,Small Evergreen,63360,29440,0,126,74,0,6,0,1,0,0,1031
1032,403,Small Evergreen,61952,21760,0,8,51,0,6,0,1,0,0,1032
1033,403,Small Evergreen,48896,8320,0,326,78,0,6,0,1,0,0,1033
1034,403,Small Evergreen,48128,11520,0,144,59,0,6,0,1,0,0,1034
1035,403,Small Evergreen,44800,12288,0,224,56,0,6,0,1,0,0,1035
1036,403,Small Evergreen,57344,6656,0,347,99,0,6,0,1,0,0,1036
1037,403,Small Evergreen,52480,7936,0,328,92,0,6,0,1,0,0,1037
1038,403,Small Evergreen,25088,12032,0,179,76,0,6,0,1,0,0,1038
1039,403,Small Evergreen,33792,4608,0,65,71,0,6,0,1,0,0,1039
1040,403,Small Evergreen,33280,49152,0,202,69,0,6,0,1,0,0,1040
1041,403,Small Evergreen,32512,50176,0,46,65,0,6,0,1,0,0,1041
1042,403,Small Evergreen,32512,46080,0,174,74,0,6,0,1,0,0,1042
1043,403,Small Evergreen,32512,43264,0,231,87,0,6,0,1,0,0,1043
1044,403,Small Evergreen,44032,48384,0,75,98,0,6,0,1,0,0,1044
1045,443,Pine#1,33280,4864,0,210,152,0,18,0,1,0,0,1045
1046,443,Pine#1,57600,16384,0,308,155,0,18,0,1,0,0,1046
1047,443,Pine#1,55808,16640,0,37,162,0,18,0,1,0,0,1047
1048,443,Pine#1,51968,11008,0,230,193,0,18,0,1,0,0,1048
1049,443,Pine#1,51712,5888,0,251,165,0,18,0,1,0,0,1049
1050,443,Pine#1,12032,19968,0,10,166,0,18,0,1,0,0,1050
1051,443,Pine#1,58624,16128,0,199,199,0,18,0,1,0,0,1051
1052,443,Pine#1,58368,54784,0,12,188,0,18,0,1,0,0,1052
1053,443,Pine#1,63488,51712,0,66,183,0,18,0,1,0,0,1053
1054,443,Pine#1,61440,49920,0,200,182,0,18,0,1,0,0,1054
1055,443,Pine#1,59136,44032,0,343,155,0,18,0,1,0,0,1055
1056,443,Pine#1,6912,15616,0,45,198,0,18,0,1,0,0,1056
1057,443,Pine#1,3328,52992,0,329,184,0,18,0,1,0,0,1057
1058,443,Pine#1,34048,59648,0,14,182,0,18,0,1,0,0,1058
1059,443,Pine#1,17152,63488,0,187,184,0,18,0,1,0,0,1059
1060,443,Pine#1,27904,58368,0,165,182,0,18,0,1,0,0,1060
1061,409,Log,57088,37248,0,161,100,1,0,0,1,0,0,1061
1062,409,Log,50304,8064,0,213,100,1,0,0,1,0,0,1062
1063,409,Log,37632,12544,0,345,100,1,0,0,1,0,0,1063
1064,409,Log,9216,14080,0,59,100,1,0,0,1,0,0,1064
1065,409,Log,6912,8960,0,105,100,1,0,0,1,0,0,1065
1066,443,Pine#1,32128,39552,0,238,180,0,18,0,1,0,0,1066
1067,443,Pine#1,34176,41600,0,324,167,0,18,0,1,0,0,1067
1068,443,Pine#1,34048,44800,0,54,173,0,18,0,1,0,0,1068
1069,443,Pine#1,34816,43520,0,160,182,0,18,0,1,0,0,1069
1070,443,Pine#1,35072,46080,0,282,186,0,18,0,1,0,0,1070
1071,443,Pine#1,33536,42496,0,228,153,0,18,0,1,0,0,1071
1072,443,Pine#1,33920,40704,0,279,154,0,18,0,1,0,0,1072
1073,444,Pine#2,33280,39552,0,3,161,0,15,0,1,0,0,1073
1074,444,Pine#2,33024,37888,0,265,152,0,15,0,1,0,0,1074
1075,444,Pine#2,34560,38656,0,229,165,0,15,0,1,0,0,1075
1076,444,Pine#2,34560,42240,0,103,164,0,15,0,1,0,0,1076
1077,444,Pine#2,33280,41856,0,175,172,0,15,0,1,0,0,1077
1078,444,Pine#2,33280,46080,0,293,150,0,15,0,1,0,0,1078
1079,445,Pine#3,35840,44032,0,221,183,0,7,0,1,0,0,1079
1080,445,Pine#3,35328,41600,0,209,191,0,7,0,1,0,0,1080
1081,445,Pine#3,46592,18944,0,210,164,0,7,0,1,0,0,1081
1082,445,Pine#3,41728,15360,0,346,187,0,7,0,1,0,0,1082
1083,445,Pine#3,41728,16384,0,343,189,0,7,0,1,0,0,1083
1084,445,Pine#3,39424,15616,0,262,193,0,7,0,1,0,0,1084
1085,445,Pine#3,39168,16896,0,259,154,0,7,0,1,0,0,1085
1086,445,Pine#3,41728,17664,0,252,192,0,7,0,1,0,0,1086
1087,445,Pine#3,44288,16896,0,82,167,0,7,0,1,0,0,1087
1088,445,Pine#3,47104,16640,0,49,162,0,7,0,1,0,0,1088
1089,445,Pine#3,48384,20224,0,112,155,0,7,0,1,0,0,1089
1090,445,Pine#3,45824,19456,0,198,171,0,7,0,1,0,0,1090
1091,445,Pine#3,43520,18432,0,152,190,0,7,0,1,0,0,1091
1092,445,Pine#3,42496,15104,0,57,173,0,7,0,1,0,0,1092
1093,445,Pine#3,40192,17408,0,192,159,0,7,0,1,0,0,1093
1094,444,Pine#2,39936,14848,0,251,153,0,15,0,1,0,0,1094
1095,444,Pine#2,40448,13312,0,103,158,0,15,0,1,0,0,1095
1096,444,Pine#2,40448,18944,0,323,160,0,15,0,1,0,0,1096
1097,444,Pine#2,40960,20224,0,171,158,0,15,0,1,0,0,1097
1098,443,Pine#1,43008,16640,0,33,190,0,18,0,1,0,0,1098
1099,443,Pine#1,39936,16128,0,68,190,0,18,0,1,0,0,1099
1100,443,Pine#1,46592,19968,0,197,150,0,18,0,1,0,0,1100
1101,443,Pine#1,45312,17664,0,229,193,0,18,0,1,0,0,1101
1102,403,Small Evergreen,35328,44544,0,313,88,0,6,0,1,0,0,1102
1103,403,Small Evergreen,32512,44288,0,76,69,0,6,0,1,0,0,1103
1104,403,Small Evergreen,35328,42240,0,4,66,0,6,0,1,0,0,1104
1105,403,Small Evergreen,34048,39168,0,247,95,0,6,0,1,0,0,1105
1106,403,Small Evergreen,45056,19200,0,105,72,0,6,0,1,0,0,1106
1107,403,Small Evergreen,44800,20736,0,305,81,0,6,0,1,0,0,1107
1108,403,Small Evergreen,39168,17920,0,351,68,0,6,0,1,0,0,1108
1109,403,Small Evergreen,40448,21504,0,325,81,0,6,0,1,0,0,1109
1110,403,Small Evergreen,38272,20992,0,298,51,0,6,0,1,0,0,1110
1111,403,Small Evergreen,42496,17664,0,283,79,0,6,0,1,0,0,1111
1112,403,Small Evergreen,43264,15104,0,74,70,0,6,0,1,0,0,1112
1113,403,Small Evergreen,45568,15872,0,217,73,0,6,0,1,0,0,1113
1114,403,Small Evergreen,46080,14080,0,322,78,0,6,0,1,0,0,1114
1115,401,Stump,32000,50944,0,315,87,1,0,0,1,0,0,1115
1116,401,Stump,24064,29440,0,194,92,1,0,0,1,0,0,1116
1117,401,Stump,9728,21504,0,352,101,1,0,0,1,0,0,1117
1118,401,Stump,41216,22272,0,313,115,1,0,0,1,0,0,1118
1119,401,Stump,47616,21504,0,293,111,1,0,0,1,0,0,1119
1120,401,Stump,61696,53504,0,8,118,1,0,0,1,0,0,1120
1121,401,Stump,56832,28672,0,266,89,1,0,0,1,0,0,1121
1122,401,Stump,57856,19968,0,137,108,1,0,0,1,0,0,1122
1123,401,Stump,50688,18176,0,211,82,1,0,0,1,0,0,1123
1124,401,Stump,49408,15232,0,196,119,1,0,0,1,0,0,1124
1125,401,Stump,54912,9472,0,277,81,1,0,0,1,0,0,1125
1126,401,Stump,45952,9344,0,304,101,1,0,0,1,0,0,1126
1127,401,Stump,18176,4224,0,200,104,1,0,0,1,0,0,1127
1128,445,Pine#3,62720,51200,0,111,198,0,7,0,1,0,0,1128
1129,443,Pine#1,42496,22784,0,320,151,0,18,0,1,0,0,1129
1130,443,Pine#1,12032,16896,0,244,169,0,18,0,1,0,0,1130
1131,443,Pine#1,11264,17920,0,116,185,0,18,0,1,0,0,1131
1132,443,Pine#1,8192,18944,0,198,162,0,18,0,1,0,0,1132
1133,443,Pine#1,7168,18432,0,285,198,0,18,0,1,0,0,1133
1134,443,Pine#1,5888,18688,0,61,154,0,18,0,1,0,0,1134
1135,443,Pine#1,3840,18432,0,215,176,0,18,0,1,0,0,1135
1136,443,Pine#1,31104,11392,0,7,194,0,18,0,1,0,0,1136
1137,443,Pine#1,34048,10752,0,115,162,0,18,0,1,0,0,1137
1138,443,Pine#1,19456,8192,0,278,184,0,18,0,1,0,0,1138
1139,443,Pine#1,12672,9216,0,172,169,0,18,0,1,0,0,1139
1140,443,Pine#1,11520,5632,0,229,178,0,18,0,1,0,0,1140
